"Industry Sector","Type of Employee","Quarter","Statistic Label","UNIT","VALUE"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2005Q3","Average Weekly Earnings (Euro)","Euro","871.67"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2005Q4","Average Weekly Earnings (Euro)","Euro","903.29"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2006Q1","Average Weekly Earnings (Euro)","Euro","898.3"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2006Q2","Average Weekly Earnings (Euro)","Euro","904.82"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2006Q3","Average Weekly Earnings (Euro)","Euro","920.74"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2006Q4","Average Weekly Earnings (Euro)","Euro","936.49"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2007Q1","Average Weekly Earnings (Euro)","Euro","963.83"
"Machinery and Equipment, N.E.C (NACE 29)","Managerial Employees","2007Q2","Average Weekly Earnings (Euro)","Euro","957.98"
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1995Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1995Q4","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1996Q1","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1996Q2","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1996Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1996Q4","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1997Q1","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1997Q2","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1997Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1997Q4","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1998Q1","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1998Q2","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1998Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1998Q4","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1999Q1","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1999Q2","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1999Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","1999Q4","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2000Q1","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2000Q2","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2000Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2000Q4","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2001Q1","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2001Q2","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2001Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2001Q4","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2002Q1","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2002Q2","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2002Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2002Q4","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2003Q1","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2003Q2","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2003Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2003Q4","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2004Q1","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2004Q2","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2004Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2004Q4","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2005Q1","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2005Q2","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2005Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2005Q4","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2006Q1","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2006Q2","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2006Q3","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2006Q4","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2007Q1","Average Weekly Earnings (Euro)","Euro",""
"Machinery and Equipment, N.E.C (NACE 29)","Industrial Employees","2007Q2","Average Weekly Earnings (Euro)","Euro",""
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1995Q3","Average Weekly Earnings (Euro)","Euro",""
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1995Q4","Average Weekly Earnings (Euro)","Euro","380.72"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1996Q1","Average Weekly Earnings (Euro)","Euro","377.06"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1996Q2","Average Weekly Earnings (Euro)","Euro","381.76"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1996Q3","Average Weekly Earnings (Euro)","Euro","375.69"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1996Q4","Average Weekly Earnings (Euro)","Euro","397.41"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1997Q1","Average Weekly Earnings (Euro)","Euro","394.74"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1997Q2","Average Weekly Earnings (Euro)","Euro","398.97"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1997Q3","Average Weekly Earnings (Euro)","Euro","403.81"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1997Q4","Average Weekly Earnings (Euro)","Euro","420"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1998Q1","Average Weekly Earnings (Euro)","Euro","424.39"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1998Q2","Average Weekly Earnings (Euro)","Euro","437.22"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1998Q3","Average Weekly Earnings (Euro)","Euro","424.89"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1998Q4","Average Weekly Earnings (Euro)","Euro","429.2"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1999Q1","Average Weekly Earnings (Euro)","Euro","431.91"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1999Q2","Average Weekly Earnings (Euro)","Euro","452.89"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1999Q3","Average Weekly Earnings (Euro)","Euro","449.78"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","1999Q4","Average Weekly Earnings (Euro)","Euro","463.56"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2000Q1","Average Weekly Earnings (Euro)","Euro","470.49"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2000Q2","Average Weekly Earnings (Euro)","Euro","489.67"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2000Q3","Average Weekly Earnings (Euro)","Euro","496.56"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2000Q4","Average Weekly Earnings (Euro)","Euro","489.31"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2001Q1","Average Weekly Earnings (Euro)","Euro","514.95"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2001Q2","Average Weekly Earnings (Euro)","Euro","538.2"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2001Q3","Average Weekly Earnings (Euro)","Euro","548.3"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","548.99"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","534.75"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","547.86"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","555.98"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","586.43"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","595.66"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","597"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2003Q3","Average Weekly Earnings (Euro)","Euro","591.48"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2003Q4","Average Weekly Earnings (Euro)","Euro","605.06"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2004Q1","Average Weekly Earnings (Euro)","Euro","608.17"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2004Q2","Average Weekly Earnings (Euro)","Euro","629.58"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2004Q3","Average Weekly Earnings (Euro)","Euro","634.41"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2004Q4","Average Weekly Earnings (Euro)","Euro","643.66"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2005Q1","Average Weekly Earnings (Euro)","Euro","654.6"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2005Q2","Average Weekly Earnings (Euro)","Euro","639.73"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2005Q3","Average Weekly Earnings (Euro)","Euro","639.51"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2005Q4","Average Weekly Earnings (Euro)","Euro","656.2"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2006Q1","Average Weekly Earnings (Euro)","Euro","647.84"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2006Q2","Average Weekly Earnings (Euro)","Euro","669.49"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2006Q3","Average Weekly Earnings (Euro)","Euro","673.25"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2006Q4","Average Weekly Earnings (Euro)","Euro","683.45"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2007Q1","Average Weekly Earnings (Euro)","Euro","698.01"
"Electrical and Optical Equipment (NACE 30-33)","All Employees","2007Q2","Average Weekly Earnings (Euro)","Euro","704.94"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1995Q3","Average Weekly Earnings (Euro)","Euro",""
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1995Q4","Average Weekly Earnings (Euro)","Euro","525.46"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1996Q1","Average Weekly Earnings (Euro)","Euro","530.79"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1996Q2","Average Weekly Earnings (Euro)","Euro","524.82"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1996Q3","Average Weekly Earnings (Euro)","Euro","513.78"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1996Q4","Average Weekly Earnings (Euro)","Euro","531.19"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1997Q1","Average Weekly Earnings (Euro)","Euro","552.05"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1997Q2","Average Weekly Earnings (Euro)","Euro","551.32"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1997Q3","Average Weekly Earnings (Euro)","Euro","563.17"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1997Q4","Average Weekly Earnings (Euro)","Euro","598.2"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1998Q1","Average Weekly Earnings (Euro)","Euro","591.46"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1998Q2","Average Weekly Earnings (Euro)","Euro","612.76"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1998Q3","Average Weekly Earnings (Euro)","Euro","587.09"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1998Q4","Average Weekly Earnings (Euro)","Euro","583.41"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1999Q1","Average Weekly Earnings (Euro)","Euro","595.14"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1999Q2","Average Weekly Earnings (Euro)","Euro","639.67"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1999Q3","Average Weekly Earnings (Euro)","Euro","624.47"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","1999Q4","Average Weekly Earnings (Euro)","Euro","637.3"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2000Q1","Average Weekly Earnings (Euro)","Euro","654.88"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2000Q2","Average Weekly Earnings (Euro)","Euro","664.03"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2000Q3","Average Weekly Earnings (Euro)","Euro","658.04"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2000Q4","Average Weekly Earnings (Euro)","Euro","662.99"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2001Q1","Average Weekly Earnings (Euro)","Euro","706.32"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2001Q2","Average Weekly Earnings (Euro)","Euro","739.51"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2001Q3","Average Weekly Earnings (Euro)","Euro","769.8"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2001Q4","Average Weekly Earnings (Euro)","Euro","778.45"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2002Q1","Average Weekly Earnings (Euro)","Euro","740.72"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2002Q2","Average Weekly Earnings (Euro)","Euro","762.99"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2002Q3","Average Weekly Earnings (Euro)","Euro","771.05"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2002Q4","Average Weekly Earnings (Euro)","Euro","822.12"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2003Q1","Average Weekly Earnings (Euro)","Euro","823.42"
"Electrical and Optical Equipment (NACE 30-33)","Clerical and Managerial Employees","2003Q2","Average Weekly Earnings (Euro)","Euro","815.7"
