"Statistic Label","Broad Nationality Group","Sex","Industry Sector NACE Rev 2","Year","UNIT","VALUE"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2016","Number",""
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2017","Number","5"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Mining and quarrying (B)","2018","Number","8"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2005","Number","727"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2006","Number","776"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2007","Number","924"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2008","Number","916"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2009","Number","776"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2010","Number","688"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2011","Number","716"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2012","Number","661"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2013","Number","768"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2014","Number","911"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2015","Number","978"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2016","Number","1101"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2017","Number","1226"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Manufacturing (C)","2018","Number","1666"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2005","Number","3"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2006","Number","8"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2007","Number","8"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2008","Number","12"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2009","Number","19"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2010","Number","15"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2011","Number","11"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2012","Number","13"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2013","Number","12"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2014","Number","13"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2015","Number","14"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2016","Number","26"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2017","Number","29"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Electricity, gas, steam and air conditioning supply (D)","2018","Number","42"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2005","Number","14"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2006","Number","12"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2007","Number","21"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2008","Number","24"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2009","Number","20"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2010","Number","21"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2011","Number","28"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2012","Number","38"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2013","Number","38"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2014","Number","38"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2015","Number","17"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2016","Number","21"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2017","Number","25"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Water supply, sewerage, waste management and remediation activities (E)","2018","Number","20"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2005","Number","128"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2006","Number","182"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2007","Number","209"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2008","Number","226"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2009","Number","178"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2010","Number","154"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2011","Number","109"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2012","Number","78"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2013","Number","94"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2014","Number","96"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2015","Number","94"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2016","Number","197"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2017","Number","249"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Construction (F)","2018","Number","381"
"Foreign Nationals in Employment","Other nationalities (5)","Female","Wholesale and retail trade: repair of motor vehicles and motorcycles (G)","2005","Number","2508"
